Label,Treat,Origin.E,Destination.E,Changed.E,Changed.T,Direction.T,Direction,Flux,Stocks,T4,V4,SR,Temp.O,Temp.D,delta.T,E.Changed,Silt_clay,pH,TN
LR-10-3,LR,2400,2400,0,0,Stabilized,Inverted,1.217945,2011.229686,16.03,1.329,2.302143681,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-10-4,LR,2400,2400,0,0,Stabilized,Inverted,2.83643,2011.229686,14.87333333,1.277666667,5.361382821,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-10-5,LR,2400,2400,0,0,Stabilized,Inverted,1.085188,2011.229686,15.26,1.324333333,2.051208139,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-5-1,LR,2400,2400,0,0,Stabilized,Inverted,1.98819,2011.229686,15.32,1.264333333,3.758050687,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-5-2,LR,2400,2400,0,0,Stabilized,Inverted,1.67811,2011.229686,15.21,1.324333333,3.171941534,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-5-3,LR,2400,2400,0,0,Stabilized,Inverted,2.246776667,2011.229686,15.06,1.346,4.246827817,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-5-4,LR,2400,2400,0,0,Stabilized,Inverted,1.566963333,2011.229686,15.27,1.293333333,2.961853561,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LR-5-5,LR,2400,2400,0,0,Stabilized,Inverted,1.696321,2011.229686,15.57666667,1.287333333,3.206363728,13.6,13.6,0,24_0,25.12,6.51,0.076642329
LM-10-1,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,2.052906667,2011.229686,11.27666667,1.397,3.880377283,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-10-2,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,4.052783333,2011.229686,10.02,1.400333333,7.660517954,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-10-3,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,1.709346667,2011.229686,10.86666667,1.435,3.230984672,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-10-4,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,1.62532,2011.229686,10.78,1.506333333,3.072158568,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-10-5,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,3.040853333,2011.229686,10.87666667,1.443333333,5.747781127,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-5-1,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,2.878333333,2011.229686,10.69,1.484666667,5.440587953,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-5-2,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,2.66466,2011.229686,10.44333333,1.44,5.036705418,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-5-3,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,4.292723333,2011.229686,10.72,1.468666667,8.114049399,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-5-4,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,2.75554,2011.229686,10.51666667,1.345666667,5.208485603,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LM-5-5,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,3.391916667,2011.229686,10.07333333,1.506333333,6.41135644,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-10-1,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.322533333,2011.229686,9.906666667,1.57,2.499835178,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-10-2,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.911143333,2011.229686,10.12,1.608,3.612418088,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-10-3,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.533373333,2011.229686,10.84333333,1.542,2.898362183,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-10-4,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.676343333,2011.229686,10.74333333,1.523333333,3.168602204,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-10-5,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.403216667,2011.229686,10.68333333,1.543333333,2.652341757,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-5-1,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.102108333,2011.229686,10.65333333,1.559,2.083190731,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-5-2,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.24242,2011.229686,11.505,1.5015,2.348406005,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-5-3,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.44853,2011.229686,10.49666667,1.502,2.737992426,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-5-4,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.221603333,2011.229686,10.81333333,1.465,2.309058614,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
LMR-5-5,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.81714,2011.229686,10.55666667,1.414666667,3.434734219,13.6,7.59,-6.01,1100,25.12,6.51,0.076642329
ML-10-1,ML,3500,2400,-1100,5.6,Warming,Non-inverted,2.303473333,3029.141501,15.62,1.35,2.890879882,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-10-2,ML,3500,2400,-1100,5.6,Warming,Non-inverted,1.695143333,3029.141501,14.66,1.270333333,2.127420226,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-10-3,ML,3500,2400,-1100,5.6,Warming,Non-inverted,0.704326,3029.141501,15.44,1.29,0.883935505,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-10-4,ML,3500,2400,-1100,5.6,Warming,Non-inverted,0.687175333,3029.141501,13.89,1.252666667,0.862411263,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-10-5,ML,3500,2400,-1100,5.6,Warming,Non-inverted,2.00144,3029.141501,13.67333333,1.255333333,2.511825315,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-5-1,ML,3500,2400,-1100,5.6,Warming,Non-inverted,1.76313,3029.141501,15.27666667,1.308,2.212744108,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-5-2,ML,3500,2400,-1100,5.6,Warming,Non-inverted,0.873847,3029.141501,15.90333333,1.249,1.096685894,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-5-3,ML,3500,2400,-1100,5.6,Warming,Non-inverted,2.206906667,3029.141501,15.69333333,1.308333333,2.769687841,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-5-4,ML,3500,2400,-1100,5.6,Warming,Non-inverted,1.212123333,3029.141501,15.63666667,1.265333333,1.521225754,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
ML-5-5,ML,3500,2400,-1100,5.6,Warming,Non-inverted,2.19195,3029.141501,15.72,1.315,2.750917089,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-10-1,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.978981667,3029.141501,15.5,1.273333333,1.228630852,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-10-2,MLR,3500,2400,-1100,5.6,Warming,Inverted,1.444959667,3029.141501,15.35333333,1.337333333,1.81343746,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-10-3,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.396524667,3029.141501,15.76,1.205,0.497642046,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-10-4,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.981810667,3029.141501,15.24666667,1.236666667,1.232181273,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-10-5,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.522764,3029.141501,14.19666667,1.233333333,0.656073551,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-5-1,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.205579667,3029.141501,15.54666667,1.322666667,0.258004342,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-5-2,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.564751667,3029.141501,14.53,1.333666667,0.708768453,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-5-3,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.487396,3029.141501,16.12666667,1.236333333,0.611686391,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-5-4,MLR,3500,2400,-1100,5.6,Warming,Inverted,0.525744333,3029.141501,15.97,1.27,0.659813897,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
MLR-5-5,MLR,3500,2400,-1100,5.6,Warming,Inverted,1.088492,3029.141501,14.49,1.311666667,1.366067312,7.59,13.6,6.01,-1100,57.26,6.08,0.192581444
M-10-1,M,3500,3500,0,0,Stabilized,Non-inverted,0.755004,3029.141501,7.946666667,1.516666667,0.947536853,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-10-2,M,3500,3500,0,0,Stabilized,Non-inverted,0.9561345,3029.141501,7.429005,1.33048,1.199957451,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-10-3,M,3500,3500,0,0,Stabilized,Non-inverted,1.073006,3029.141501,8.503333333,1.475333333,1.346632242,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-10-4,M,3500,3500,0,0,Stabilized,Non-inverted,2.940442,3029.141501,8.716666667,1.595666667,3.690281323,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-10-5,M,3500,3500,0,0,Stabilized,Non-inverted,3.08435,3029.141501,8.08,1.437,3.870887166,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-5-1,M,3500,3500,0,0,Stabilized,Non-inverted,1.162190667,3029.141501,7.693333333,1.457,1.458559805,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-5-2,M,3500,3500,0,0,Stabilized,Non-inverted,1.891206667,3029.141501,8.113333333,1.324,2.373481484,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-5-3,M,3500,3500,0,0,Stabilized,Non-inverted,1.38769,3029.141501,7.893333333,1.601,1.74156351,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-5-4,M,3500,3500,0,0,Stabilized,Non-inverted,1.780833,3029.141501,8.203333333,1.463,2.234961533,7.59,7.59,0,34_0,57.26,6.08,0.192581444
M-5-5,M,3500,3500,0,0,Stabilized,Non-inverted,2.621143333,3029.141501,7.626666667,1.563333333,3.289558607,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-10-1,MR,3500,3500,0,0,Stabilized,Inverted,2.907626667,3029.141501,8.73,1.586666667,3.649097783,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-10-2,MR,3500,3500,0,0,Stabilized,Inverted,1.79724,3029.141501,8.656666667,1.604666667,2.255552467,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-10-3,MR,3500,3500,0,0,Stabilized,Inverted,2.266986667,3029.141501,8.426666667,1.510666667,2.845088785,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-10-4,MR,3500,3500,0,0,Stabilized,Inverted,1.226591667,3029.141501,8.466666667,1.597,1.539383643,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-10-5,MR,3500,3500,0,0,Stabilized,Inverted,1.040168,3029.141501,8.703333333,1.361666667,1.305420254,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-5-1,MR,3500,3500,0,0,Stabilized,Inverted,0.649681333,3029.141501,7.656666667,1.502666667,0.815355953,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-5-2,MR,3500,3500,0,0,Stabilized,Inverted,0.9605425,3029.141501,8.32,1.4055,1.205489531,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-5-3,MR,3500,3500,0,0,Stabilized,Inverted,0.590184,3029.141501,7.88,1.498666667,0.740686262,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-5-4,MR,3500,3500,0,0,Stabilized,Inverted,1.914801667,3029.141501,8.026666667,1.471666667,2.403093422,7.59,7.59,0,34_0,57.26,6.08,0.192581444
MR-5-5,MR,3500,3500,0,0,Stabilized,Inverted,0.614947667,3029.141501,8.356666667,1.544333333,0.771764887,7.59,7.59,0,34_0,57.26,6.08,0.192581444
HL-10-1,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.755906667,2946.495863,15.78,1.306666667,2.265489278,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-10-2,HL,4600,2400,-2200,11.1,Warming,Non-inverted,2.344736667,2946.495863,15.06,1.222,3.025203946,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-10-3,HL,4600,2400,-2200,11.1,Warming,Non-inverted,4.946786667,2946.495863,15.36333333,1.305,6.382396265,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-10-4,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.37717,2946.495863,15.46666667,1.302,1.776839241,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-10-5,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.273806667,2946.495863,15.9,1.297666667,1.643478779,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-5-1,HL,4600,2400,-2200,11.1,Warming,Non-inverted,3.109336667,2946.495863,15.34333333,1.292666667,4.01169892,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-5-2,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.79676,2946.495863,15.53666667,1.348333333,2.318198679,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-5-3,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.740416667,2946.495863,15.85333333,1.265333333,2.245503916,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-5-4,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.790353333,2946.495863,15.35666667,1.280333333,2.30993273,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HL-5-5,HL,4600,2400,-2200,11.1,Warming,Non-inverted,1.18283,2946.495863,15.77333333,1.266,1.526099726,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-10-1,HLR,4600,2400,-2200,11.1,Warming,Inverted,1.19305,2946.495863,15.50666667,1.354,1.539285677,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-10-2,HLR,4600,2400,-2200,11.1,Warming,Inverted,2.2853575,2946.495863,15.035,1.28125,2.94859232,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-10-3,HLR,4600,2400,-2200,11.1,Warming,Inverted,1.542126667,2946.495863,15.36666667,1.331,1.98966807,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-10-4,HLR,4600,2400,-2200,11.1,Warming,Inverted,1.607736667,2946.495863,15.40666667,1.306,2.074318783,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-10-5,HLR,4600,2400,-2200,11.1,Warming,Inverted,2.630306667,2946.495863,15.76,1.274333333,3.393649368,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-5-1,HLR,4600,2400,-2200,11.1,Warming,Inverted,0.928056,2946.495863,15.70333333,1.355333333,1.197387627,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-5-2,HLR,4600,2400,-2200,11.1,Warming,Inverted,2.12443,2946.495863,14.78666667,1.317,2.740961964,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-5-3,HLR,4600,2400,-2200,11.1,Warming,Inverted,0.921759667,2946.495863,15.76,1.296333333,1.189264031,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-5-4,HLR,4600,2400,-2200,11.1,Warming,Inverted,2.15388,2946.495863,15.73666667,1.348666667,2.778958664,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HLR-5-5,HLR,4600,2400,-2200,11.1,Warming,Inverted,1.559486667,2946.495863,15.51,1.344333333,2.012066125,-0.06,13.6,13.66,-2200,53.66,5.37,0.183415617
HM-10-1,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.709939333,2946.495863,8.876666667,1.545,2.20618174,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-10-2,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.891516667,2946.495863,8.873333333,1.453666667,2.440454728,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-10-3,HM,4600,3500,-1100,5.5,Warming,Non-inverted,2.467546667,2946.495863,8.976666667,1.495333333,3.183654702,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-10-4,HM,4600,3500,-1100,5.5,Warming,Non-inverted,2.650093333,2946.495863,8.483333333,1.460666667,3.419178334,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-10-5,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.622736667,2946.495863,9.37,1.605666667,2.093671941,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-5-1,HM,4600,3500,-1100,5.5,Warming,Non-inverted,2.406493333,2946.495863,9.236666667,1.506333333,3.104883048,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-5-2,HM,4600,3500,-1100,5.5,Warming,Non-inverted,3.797696667,2946.495863,9.206666667,1.577333333,4.899828243,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-5-3,HM,4600,3500,-1100,5.5,Warming,Non-inverted,2.09286,2946.495863,8.8,1.463333333,2.700230018,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-5-4,HM,4600,3500,-1100,5.5,Warming,Non-inverted,3.64026,2946.495863,9.33,1.498666667,4.696701797,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HM-5-5,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.936996667,2946.495863,9.116666667,1.546666667,2.499133503,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-10-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.14338,2946.495863,9.45,1.533,2.765411454,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-10-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.46986,2946.495863,9.873333333,1.409666667,1.896428855,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-10-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.533228,2946.495863,9.095,1.5325,1.978186916,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-10-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.998728667,2946.495863,9.606666667,1.663666667,1.288570246,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-10-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.897474,2946.495863,9.823333333,1.589666667,1.157930409,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-5-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.936049333,2946.495863,9.686666667,1.408,1.20770071,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-5-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.159786667,2946.495863,9.51,1.502333333,2.786579508,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-5-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.088133,2946.495863,9.523333333,1.642,1.403920659,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-5-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.54798,2946.495863,9.223333333,1.444666667,3.287430636,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
HMR-5-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.447786667,2946.495863,9.09,1.612,1.867949608,-0.06,7.59,7.65,-1100,53.66,5.37,0.183415617
