Label,Treat,Origin.E,Destination.E,Changed.E,Changed.T,Direction.T,Direction,Flux,Stocks,T4,SR,Temp.O,Temp.D,delta.T,Silt_clay,pH,TN
HMR-10-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,11.93581711,2946.495863,12.81666667,15.39971696,7.6,13.05,5.45,53.66,5.37,0.183415617
HMR-10-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,3.623707356,2946.495863,12.87666667,4.675345401,7.6,13.05,5.45,53.66,5.37,0.183415617
HMR-5-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.692869678,2946.495863,11.48333333,3.474368824,7.6,13.05,5.45,53.66,5.37,0.183415617
HMR-5-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,7.845215727,2946.495863,11.33666667,10.12197997,7.6,13.05,5.45,53.66,5.37,0.183415617
HMR-5-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.809371709,2946.495863,11.81333333,3.624680971,7.6,13.05,5.45,53.66,5.37,0.183415617
HMR-5-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,4.839399274,2946.495863,11.86333333,6.243843921,7.6,13.05,5.45,53.66,5.37,0.183415617
HMR-5-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,7.315765854,2946.495863,10.67,9.438878167,7.6,13.05,5.45,53.66,5.37,0.183415617
HR-10-1,HR,4600,4600,0,0,Stabilized,Inverted,6.738306009,2946.495863,9.14,8.693833393,7.6,7.6,0,53.66,5.37,0.183415617
HR-10-2,HR,4600,4600,0,0,Stabilized,Inverted,6.599311622,2946.495863,8.09,8.51450137,7.6,7.6,0,53.66,5.37,0.183415617
HR-10-3,HR,4600,4600,0,0,Stabilized,Inverted,1.726201897,2946.495863,9.256666667,2.227163871,7.6,7.6,0,53.66,5.37,0.183415617
HR-10-4,HR,4600,4600,0,0,Stabilized,Inverted,2.501023918,2946.495863,7.81,3.226847404,7.6,7.6,0,53.66,5.37,0.183415617
HR-10-5,HR,4600,4600,0,0,Stabilized,Inverted,4.212717383,2946.495863,9.12,5.435292343,7.6,7.6,0,53.66,5.37,0.183415617
HR-5-1,HR,4600,4600,0,0,Stabilized,Inverted,1.788592196,2946.495863,8.066666667,2.307660492,7.6,7.6,0,53.66,5.37,0.183415617
HR-5-2,HR,4600,4600,0,0,Stabilized,Inverted,1.335284247,2946.495863,9.313333333,1.722797801,7.6,7.6,0,53.66,5.37,0.183415617
HR-5-3,HR,4600,4600,0,0,Stabilized,Inverted,2.688522962,2946.495863,7.756666667,3.468760646,7.6,7.6,0,53.66,5.37,0.183415617
HR-5-4,HR,4600,4600,0,0,Stabilized,Inverted,3.597294973,2946.495863,9.223333333,4.641267867,7.6,7.6,0,53.66,5.37,0.183415617
HR-5-5,HR,4600,4600,0,0,Stabilized,Inverted,10.43946886,2946.495863,7.13,13.46911269,7.6,7.6,0,53.66,5.37,0.183415617
