Label,Treat,Origin.E,Destination.E,Changed.E,Changed.T,Direction.T,Direction,Flux,Stocks,T4,SR,E.Changed,Temp.O,Temp.D,delta.T,Silt_clay,pH,TN
HMR-5-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,6.30018,2946.495863,11.86333333,8.1285586,-1100,7.66,13,5.34,53.66,5.37,0.183415617
HMR-5-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.664474,2946.495863,10.67,0.857311354,-1100,7.66,13,5.34,53.66,5.37,0.183415617
H-10-1,H,4600,4600,0,0,Stabilized,Non-inverted,2.330213333,2946.495863,8.706666667,3.006465788,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-10-2,H,4600,4600,0,0,Stabilized,Non-inverted,1.120094667,2946.495863,9.423333333,1.445157938,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-10-3,H,4600,4600,0,0,Stabilized,Non-inverted,5.10242,2946.495863,10.39333333,6.583196031,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-10-4,H,4600,4600,0,0,Stabilized,Non-inverted,3.46763,2946.495863,8.165,4.473972753,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-10-5,H,4600,4600,0,0,Stabilized,Non-inverted,1.004077667,2946.495863,8.096666667,1.295471582,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-5-1,H,4600,4600,0,0,Stabilized,Non-inverted,3.942306667,2946.495863,8.596666667,5.086405588,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-5-2,H,4600,4600,0,0,Stabilized,Non-inverted,0.968129,2946.495863,7.875,1.249090234,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-5-3,H,4600,4600,0,0,Stabilized,Non-inverted,4.111195,2946.495863,9.8675,5.304307095,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-5-4,H,4600,4600,0,0,Stabilized,Non-inverted,1.81712,2946.495863,9.113333333,2.344467365,46_0,7.66,7.66,0,53.66,5.37,0.183415617
H-5-5,H,4600,4600,0,0,Stabilized,Non-inverted,4.931606667,2946.495863,10.00666667,6.362810869,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-10-1,HR,4600,4600,0,0,Stabilized,Inverted,1.937544667,2946.495863,9.14,2.499840538,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-10-2,HR,4600,4600,0,0,Stabilized,Inverted,0.236979867,2946.495863,8.09,0.30575392,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-10-3,HR,4600,4600,0,0,Stabilized,Inverted,1.402218667,2946.495863,9.256666667,1.809157294,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-10-4,HR,4600,4600,0,0,Stabilized,Inverted,0.230507567,2946.495863,7.81,0.297403291,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-10-5,HR,4600,4600,0,0,Stabilized,Inverted,1.272823933,2946.495863,9.12,1.642210846,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-5-1,HR,4600,4600,0,0,Stabilized,Inverted,1.371400667,2946.495863,8.066666667,1.769395586,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-5-2,HR,4600,4600,0,0,Stabilized,Inverted,1.588419,2946.495863,9.313333333,2.049394926,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-5-3,HR,4600,4600,0,0,Stabilized,Inverted,1.636516333,2946.495863,7.756666667,2.111450612,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-5-4,HR,4600,4600,0,0,Stabilized,Inverted,2.029410667,2946.495863,9.223333333,2.618367019,46_0,7.66,7.66,0,53.66,5.37,0.183415617
HR-5-5,HR,4600,4600,0,0,Stabilized,Inverted,1.20104,2946.495863,7.13,1.549594459,46_0,7.66,7.66,0,53.66,5.37,0.183415617
