Label,Treat,Origin.E,Destination.E,Changed.E,Changed.T,Direction.T,Direction,Flux,Stocks,T4,V4,SR,Temp.O,Temp.D,delta.T,E.Changed,Silt_clay,pH,TN
HM-5-1,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.499910333,2946.495863,1.716666667,1.321666667,1.935200112,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HM-5-2,HM,4600,3500,-1100,5.5,Warming,Non-inverted,2.193146667,2946.495863,1.266666667,1.411666667,2.829620931,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HM-5-3,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.038272667,2946.495863,-0.06,1.222,1.339590331,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HM-5-4,HM,4600,3500,-1100,5.5,Warming,Non-inverted,0.957789,2946.495863,1.92,1.317,1.235749457,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HM-5-5,HM,4600,3500,-1100,5.5,Warming,Non-inverted,1.378642333,2946.495863,-0.14,1.347666667,1.778738861,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-10-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.929911,2946.495863,1.825,1.2605,1.199780968,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-10-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.196871667,2946.495863,1.053333333,1.51,1.544216432,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-10-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.414826,2946.495863,1.276666667,1.436,1.825423409,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-10-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.056862,2946.495863,1.476666667,1.293333333,1.363574485,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-10-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.369756,2946.495863,2.795,1.457,0.477063086,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-5-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.18852,2946.495863,0.46,1.288666667,1.533441024,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-5-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.228589333,2946.495863,0.22,1.402,0.294928366,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-5-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.165533,2946.495863,1.313333333,1.324,1.503782954,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-5-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.53914,2946.495863,1.62,1.2605,1.985814641,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
HMR-5-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.7144545,2946.495863,2.34,1.2785,0.921796722,0.39,0.99,0.6,-1100,53.66,5.37,0.183415617
H-10-1,H,4600,4600,0,0,Stabilized,Non-inverted,0.594207667,2946.495863,-0.353333333,1.41,0.766652991,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-10-2,H,4600,4600,0,0,Stabilized,Non-inverted,1.591982,2946.495863,0.14,1.336,2.053991946,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-10-3,H,4600,4600,0,0,Stabilized,Non-inverted,0.195266,2946.495863,-1.45,0.988,0.25193425,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-10-4,H,4600,4600,0,0,Stabilized,Non-inverted,0.663317333,2946.495863,0.903333333,1.481,0.855819011,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-10-5,H,4600,4600,0,0,Stabilized,Non-inverted,1.228954667,2946.495863,-1.506666667,0.972333333,1.585610256,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-5-1,H,4600,4600,0,0,Stabilized,Non-inverted,2.201374333,2946.495863,1.983333333,1.331,2.840236354,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-5-2,H,4600,4600,0,0,Stabilized,Non-inverted,0.705949,2946.495863,0.075,1.4885,0.910822836,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-5-3,H,4600,4600,0,0,Stabilized,Non-inverted,3.10593,2946.495863,-0.34,1.022,4.007303603,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-5-4,H,4600,4600,0,0,Stabilized,Non-inverted,1.837012,2946.495863,0.673333333,1.615333333,2.370132233,0.39,0.39,0,46_0,53.66,5.37,0.183415617
H-5-5,H,4600,4600,0,0,Stabilized,Non-inverted,0.1098956,2946.495863,0.490356667,1.474903333,0.141788461,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-10-1,HR,4600,4600,0,0,Stabilized,Inverted,0.358676333,2946.495863,1.013333333,1.289333333,0.462767983,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-10-2,HR,4600,4600,0,0,Stabilized,Inverted,0.835035662,2946.495863,1.043333333,1.277333333,1.077371807,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-10-3,HR,4600,4600,0,0,Stabilized,Inverted,0.279021928,2946.495863,0.55,1.235333333,0.359997031,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-10-4,HR,4600,4600,0,0,Stabilized,Inverted,0.104044856,2946.495863,-0.304643333,1.168577667,0.13423977,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-10-5,HR,4600,4600,0,0,Stabilized,Inverted,0.520281928,2946.495863,0.048776667,1.251862333,0.671273224,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-5-1,HR,4600,4600,0,0,Stabilized,Inverted,0.903746262,2946.495863,-0.183333333,1.221333333,1.166022946,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-5-2,HR,4600,4600,0,0,Stabilized,Inverted,0.2118607,2946.495863,0.443333333,1.399333333,0.273344907,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-5-3,HR,4600,4600,0,0,Stabilized,Inverted,0.159513892,2946.495863,0.06,1.149,0.205806504,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-5-4,HR,4600,4600,0,0,Stabilized,Inverted,0.3365205,2946.495863,0.055,1.497,0.434182294,0.39,0.39,0,46_0,53.66,5.37,0.183415617
HR-5-5,HR,4600,4600,0,0,Stabilized,Inverted,0.602855928,2946.495863,-0.693333333,1.320666667,0.777811069,0.39,0.39,0,46_0,53.66,5.37,0.183415617
