Label,Treat,Origin.E,Destination.E,Changed.E,Changed.T,Direction.T,Direction,Flux,Stocks,T4,V4,SR,Temp.O,Temp.D,delta.T,E.Changed,Silt_clay,pH,TN
HMR-10-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,3.30279,2946.495863,17.40666667,1.595,4.261294449,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-10-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.76214,2946.495863,17.42666667,1.596666667,2.27353159,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-10-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,13.64796667,2946.495863,17.27666667,1.692333333,17.60875036,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-10-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.556136667,2946.495863,17.40333333,1.627666667,3.297954453,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-10-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.060107667,2946.495863,17.22,1.794,1.367762078,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-5-1,HMR,4600,3500,-1100,5.5,Warming,Inverted,1.889456667,2946.495863,16.96,1.741,2.437796894,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-5-2,HMR,4600,3500,-1100,5.5,Warming,Inverted,3.59279,2946.495863,16.205,1.7325,4.635455503,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-5-3,HMR,4600,3500,-1100,5.5,Warming,Inverted,0.838246,2946.495863,17.01333333,1.8,1.081513819,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-5-4,HMR,4600,3500,-1100,5.5,Warming,Inverted,6.69824,2946.495863,17.24333333,1.616333333,8.642139805,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HMR-5-5,HMR,4600,3500,-1100,5.5,Warming,Inverted,2.42858,2946.495863,19.21,1.87,3.133379498,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
H-10-1,H,4600,4600,0,0,Stabilized,Non-inverted,1.246497,2946.495863,10.19,1.84,1.60824356,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-10-2,H,4600,4600,0,0,Stabilized,Non-inverted,1.185935,2946.495863,10.49666667,1.816333333,1.530105829,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-10-3,H,4600,4600,0,0,Stabilized,Non-inverted,1.878451,2946.495863,10.06,1.901666667,2.423597267,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-10-4,H,4600,4600,0,0,Stabilized,Non-inverted,2.791318,2946.495863,10.2,1.829666667,3.601387887,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-10-5,H,4600,4600,0,0,Stabilized,Non-inverted,2.023550333,2946.495863,9.86,1.841666667,2.610805956,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-5-1,H,4600,4600,0,0,Stabilized,Non-inverted,2.354116667,2946.495863,10.26666667,1.9,3.037306121,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-5-2,H,4600,4600,0,0,Stabilized,Non-inverted,2.328480333,2946.495863,10.57666667,1.927333333,3.004229854,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-5-3,H,4600,4600,0,0,Stabilized,Non-inverted,2.033046667,2946.495863,10.24666667,1.932666667,2.623058225,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-5-4,H,4600,4600,0,0,Stabilized,Non-inverted,2.073456667,2946.495863,10.74,1.908,2.675195633,8.91,8.91,0,46_0,53.66,5.37,0.183415617
H-5-5,H,4600,4600,0,0,Stabilized,Non-inverted,1.537807667,2946.495863,10.45,1.919666667,1.98409565,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-10-1,HR,4600,4600,0,0,Stabilized,Inverted,2.382573333,2946.495863,10.52,1.939,3.074021212,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-10-2,HR,4600,4600,0,0,Stabilized,Inverted,0.398344167,2946.495863,9.99,1.916666667,0.51394784,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-10-3,HR,4600,4600,0,0,Stabilized,Inverted,1.7001,2946.495863,9.385,1.862,2.193486928,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-10-4,HR,4600,4600,0,0,Stabilized,Inverted,1.708176333,2946.495863,9.906666667,1.820333333,2.203907099,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-10-5,HR,4600,4600,0,0,Stabilized,Inverted,1.361256333,2946.495863,10.10333333,1.908333333,1.75630726,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-5-1,HR,4600,4600,0,0,Stabilized,Inverted,1.512228,2946.495863,10.02666667,1.872666667,1.951092495,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-5-2,HR,4600,4600,0,0,Stabilized,Inverted,0.299414533,2946.495863,10.81,1.9,0.386307785,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-5-3,HR,4600,4600,0,0,Stabilized,Inverted,2.0089241,2946.495863,10.32,1.907333333,2.591935035,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-5-4,HR,4600,4600,0,0,Stabilized,Inverted,0.918424333,2946.495863,9.933333333,1.910666667,1.184960749,8.91,8.91,0,46_0,53.66,5.37,0.183415617
HR-5-5,HR,4600,4600,0,0,Stabilized,Inverted,1.783034,2946.495863,10.09,1.781666667,2.300489249,8.91,8.91,0,46_0,53.66,5.37,0.183415617
