Label,Treat,Origin.E,Destination.E,Changed.E,Changed.T,Direction.T,Direction,Flux,Stocks,T4,V4,SR,Temp.O,Temp.D,delta.T,E.Changed,Silt_clay,pH,TN
LM-5-1,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,5.328597037,2011.229686,17.63925926,1.721074074,10.0720443,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LM-5-2,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,3.999895,2011.229686,18.2,1.781,7.56054912,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LM-5-3,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,5.467798333,2011.229686,17.50333333,1.724333333,10.33516077,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LM-5-4,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,2.05166,2011.229686,17.57,1.858333333,3.87802085,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LM-5-5,LM,2400,3500,1100,-5.6,Cooling,Non-inverted,5.118103333,2011.229686,17.74333333,1.778666667,9.67417186,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-10-1,LMR,2400,3500,1100,-5.6,Cooling,Inverted,3.22301,2011.229686,17.62,1.812666667,6.092091272,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-10-2,LMR,2400,3500,1100,-5.6,Cooling,Inverted,5.838753333,2011.229686,17.66,1.619333333,11.03633505,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-10-3,LMR,2400,3500,1100,-5.6,Cooling,Inverted,5.276446667,2011.229686,18.91333333,1.804333333,9.973470354,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-10-4,LMR,2400,3500,1100,-5.6,Cooling,Inverted,6.80521,2011.229686,17.91333333,1.815333333,12.86311878,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-10-5,LMR,2400,3500,1100,-5.6,Cooling,Inverted,3.05702,2011.229686,18.73,1.85,5.778339149,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-5-1,LMR,2400,3500,1100,-5.6,Cooling,Inverted,1.157793667,2011.229686,17.60666667,1.664333333,2.188446419,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-5-2,LMR,2400,3500,1100,-5.6,Cooling,Inverted,10.260095,2011.229686,16.55,1.7315,19.39349713,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-5-3,LMR,2400,3500,1100,-5.6,Cooling,Inverted,6.866905,2011.229686,18.105,1.6945,12.97973386,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-5-4,LMR,2400,3500,1100,-5.6,Cooling,Inverted,2.9975363,2011.229686,17.53666667,1.734333333,5.665903839,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LMR-5-5,LMR,2400,3500,1100,-5.6,Cooling,Inverted,2.126346667,2011.229686,17.75666667,1.771333333,4.019192609,20.74,16.97,-3.77,1100,25.12,6.51,0.076642329
LH-10-1,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,1.671096,2011.229686,10.31333333,1.928333333,3.158683763,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-10-2,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,2.454956667,2011.229686,10.29333333,1.863333333,4.640326925,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-10-3,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,2.107923333,2011.229686,10.23333333,1.911333333,3.984369065,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-10-4,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,1.765054333,2011.229686,10.06333333,1.938666667,3.336282574,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-10-5,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,1.26572,2011.229686,10.35,1.819,2.39244736,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-5-1,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,2.035473333,2011.229686,10.02333333,1.953666667,3.847425025,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-5-2,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,1.759056667,2011.229686,10.47,1.826,3.324945863,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-5-3,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,1.8468925,2011.229686,10.535,1.892,3.490972004,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-5-4,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,3.7111,2011.229686,11.53,1.731,7.014672595,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LH-5-5,LH,2400,4600,2200,-11.1,Cooling,Non-inverted,1.439831333,2011.229686,10.40333333,1.857666667,2.721550321,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-10-1,LHR,2400,4600,2200,-11.1,Cooling,Inverted,0.802803833,2011.229686,10.03333333,1.790333333,1.517449287,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-10-2,LHR,2400,4600,2200,-11.1,Cooling,Inverted,0.518103,2011.229686,10.83,1.672,0.979311502,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-10-3,LHR,2400,4600,2200,-11.1,Cooling,Inverted,1.363293833,2011.229686,10.04666667,1.939333333,2.576880141,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-10-4,LHR,2400,4600,2200,-11.1,Cooling,Inverted,1.950996667,2011.229686,10.48,1.879,3.687748336,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-10-5,LHR,2400,4600,2200,-11.1,Cooling,Inverted,0.700069667,2011.229686,10.06333333,1.801666667,1.323262511,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-5-1,LHR,2400,4600,2200,-11.1,Cooling,Inverted,1.04728,2011.229686,10.91,1.878333333,1.979554934,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-5-2,LHR,2400,4600,2200,-11.1,Cooling,Inverted,2.38424,2011.229686,10.285,1.9315,4.506659208,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-5-3,LHR,2400,4600,2200,-11.1,Cooling,Inverted,1.109406333,2011.229686,10.49,1.903,2.096985315,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-5-4,LHR,2400,4600,2200,-11.1,Cooling,Inverted,1.448568,2011.229686,11.05,1.918,2.738064253,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
LHR-5-5,LHR,2400,4600,2200,-11.1,Cooling,Inverted,0.445974167,2011.229686,10.78,1.785333333,0.842974526,20.74,8.91,-11.83,2200,25.12,6.51,0.076642329
ML-10-1,ML,3500,2400,-1100,5.6,Warming,Non-inverted,3.08267,3029.141501,20.86,1.248,3.868778751,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-10-2,ML,3500,2400,-1100,5.6,Warming,Non-inverted,8.328263333,3029.141501,25.49666667,1.309333333,10.45204586,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-10-3,ML,3500,2400,-1100,5.6,Warming,Non-inverted,5.239426667,3029.141501,23.21333333,1.283,6.575527888,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-10-4,ML,3500,2400,-1100,5.6,Warming,Non-inverted,3.25544,3029.141501,22.27333333,1.402666667,4.085606664,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-10-5,ML,3500,2400,-1100,5.6,Warming,Non-inverted,8.75304,3029.141501,21.03,1.335,10.98514442,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-5-1,ML,3500,2400,-1100,5.6,Warming,Non-inverted,5.5864,3029.141501,22.34666667,1.343333333,7.010982562,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-5-2,ML,3500,2400,-1100,5.6,Warming,Non-inverted,3.225103333,3029.141501,24.30333333,1.275666667,4.047533873,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-5-3,ML,3500,2400,-1100,5.6,Warming,Non-inverted,5.423983333,3029.141501,24.92,1.288333333,6.807148175,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-5-4,ML,3500,2400,-1100,5.6,Warming,Non-inverted,6.007636667,3029.141501,24.19666667,1.340333333,7.539638391,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
ML-5-5,ML,3500,2400,-1100,5.6,Warming,Non-inverted,5.463483333,3029.141501,24.24,1.349666667,6.856721032,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-10-1,MLR,3500,2400,-1100,5.6,Warming,Inverted,5.304543333,3029.141501,23.01333333,1.344333333,6.657249894,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-10-2,MLR,3500,2400,-1100,5.6,Warming,Inverted,4.352965,3029.141501,20.27,1.3645,5.463010473,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-10-3,MLR,3500,2400,-1100,5.6,Warming,Inverted,2.083413333,3029.141501,24.91333333,1.327333333,2.61470259,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-10-4,MLR,3500,2400,-1100,5.6,Warming,Inverted,2.288916667,3029.141501,23.6,1.391333333,2.872611133,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-10-5,MLR,3500,2400,-1100,5.6,Warming,Inverted,4.378693333,3029.141501,25.95333333,1.219333333,5.495299764,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-5-1,MLR,3500,2400,-1100,5.6,Warming,Inverted,1.5420265,3029.141501,22.885,1.371,1.935257214,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-5-2,MLR,3500,2400,-1100,5.6,Warming,Inverted,1.825566667,3029.141501,22.71666667,1.354,2.29110269,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-5-3,MLR,3500,2400,-1100,5.6,Warming,Inverted,1.758611333,3029.141501,22.6,1.309666667,2.20707314,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-5-4,MLR,3500,2400,-1100,5.6,Warming,Inverted,1.226062,3029.141501,22.42,1.371,1.538718907,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
MLR-5-5,MLR,3500,2400,-1100,5.6,Warming,Inverted,5.26042,3029.141501,22.595,1.3565,6.601874711,16.97,20.74,3.77,-1100,57.26,6.08,0.192581444
M-10-1,M,3500,3500,0,0,Stabilized,Non-inverted,3.58415,3029.141501,17.03333333,1.515333333,4.49814069,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-10-2,M,3500,3500,0,0,Stabilized,Non-inverted,3.00309,3029.141501,16.98666667,1.791666667,3.76890513,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-10-3,M,3500,3500,0,0,Stabilized,Non-inverted,2.003815,3029.141501,16.21,1.785,2.514805961,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-10-4,M,3500,3500,0,0,Stabilized,Non-inverted,2.758156667,3029.141501,17.81666667,1.722,3.46151158,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-10-5,M,3500,3500,0,0,Stabilized,Non-inverted,2.29373,3029.141501,17.59666667,1.570333333,2.87865191,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-5-1,M,3500,3500,0,0,Stabilized,Non-inverted,4.5837325,3029.141501,17.17,1.3655,5.752625774,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-5-2,M,3500,3500,0,0,Stabilized,Non-inverted,4.145016667,3029.141501,16.85666667,1.569333333,5.202033433,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-5-3,M,3500,3500,0,0,Stabilized,Non-inverted,3.055356667,3029.141501,16.69,1.918,3.83450027,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-5-4,M,3500,3500,0,0,Stabilized,Non-inverted,4.241553333,3029.141501,16.86666667,1.698333333,5.323187823,16.97,16.97,0,34_0,57.26,6.08,0.192581444
M-5-5,M,3500,3500,0,0,Stabilized,Non-inverted,1.998816667,3029.141501,16.56,1.908,2.508533008,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-10-1,MR,3500,3500,0,0,Stabilized,Inverted,4.814173333,3029.141501,17.43333333,1.773333333,6.041831106,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-10-2,MR,3500,3500,0,0,Stabilized,Inverted,2.147533333,3029.141501,17.52666667,1.829,2.69517377,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-10-3,MR,3500,3500,0,0,Stabilized,Inverted,2.007925,3029.141501,17.395,1.72,2.519964048,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-10-4,MR,3500,3500,0,0,Stabilized,Inverted,2.376553333,3029.141501,17.27,1.802333333,2.982595943,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-10-5,MR,3500,3500,0,0,Stabilized,Inverted,6.968885,3029.141501,17.37,1.789,8.746013749,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-5-1,MR,3500,3500,0,0,Stabilized,Inverted,3.137193333,3029.141501,16.64666667,1.705666667,3.937206028,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-5-2,MR,3500,3500,0,0,Stabilized,Inverted,6.166846667,3029.141501,16.75666667,1.826666667,7.739448382,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-5-3,MR,3500,3500,0,0,Stabilized,Inverted,3.75379,3029.141501,16.68,1.849,4.711040425,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-5-4,MR,3500,3500,0,0,Stabilized,Inverted,6.37311,3029.141501,16.685,1.831,7.998310732,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MR-5-5,MR,3500,3500,0,0,Stabilized,Inverted,1.496367,3029.141501,17.12333333,1.714,1.877954128,16.97,16.97,0,34_0,57.26,6.08,0.192581444
MH-10-1,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,2.175607333,3029.141501,10.48333333,1.888333333,2.730406894,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-10-2,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,2.847856667,3029.141501,11.04333333,1.953666667,3.574085892,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-10-3,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,4.401450667,3029.141501,10.51,1.936666667,5.523860423,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-10-4,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,1.601326667,3029.141501,10.83,1.748333333,2.00967946,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-10-5,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,2.74252,3029.141501,10.5,1.939333333,3.441887422,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-5-1,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,2.92691,3029.141501,9.99,1.905,3.673298541,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-5-2,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,6.961983333,3029.141501,10.56333333,1.909666667,8.737352095,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-5-3,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,7.493393333,3029.141501,10.15333333,1.751,9.404276455,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-5-4,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,3.135616667,3029.141501,10.88666667,1.866666667,3.935227297,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MH-5-5,MH,3500,4600,1100,-5.5,Cooling,Non-inverted,3.76048,3029.141501,10.31,1.867,4.719436435,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-10-1,MHR,3500,4600,1100,-5.5,Cooling,Inverted,2.909699333,3029.141501,10.98333333,1.895333333,3.651698999,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-10-2,MHR,3500,4600,1100,-5.5,Cooling,Inverted,0.527563667,3029.141501,10.25,1.888666667,0.662097177,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-10-3,MHR,3500,4600,1100,-5.5,Cooling,Inverted,0.379903,3029.141501,11.125,1.838,0.476781703,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-10-4,MHR,3500,4600,1100,-5.5,Cooling,Inverted,1.027004,3029.141501,10.85666667,1.883333333,1.288899315,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-10-5,MHR,3500,4600,1100,-5.5,Cooling,Inverted,2.300233333,3029.141501,10.68333333,1.881666667,2.886813652,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-5-1,MHR,3500,4600,1100,-5.5,Cooling,Inverted,1.874927333,3029.141501,10.70666667,1.883,2.353050773,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-5-2,MHR,3500,4600,1100,-5.5,Cooling,Inverted,1.393362667,3029.141501,10.08666667,1.861666667,1.748682758,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-5-3,MHR,3500,4600,1100,-5.5,Cooling,Inverted,1.024909333,3029.141501,10.81333333,1.967666667,1.28627049,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-5-4,MHR,3500,4600,1100,-5.5,Cooling,Inverted,1.234961,3029.141501,11.085,1.9145,1.549887232,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
MHR-5-5,MHR,3500,4600,1100,-5.5,Cooling,Inverted,2.476392,3029.141501,10.83,1.8535,3.107894373,16.97,8.91,-8.06,1100,57.26,6.08,0.192581444
HL-10-1,HL,4600,2400,-2200,11.1,Warming,Non-inverted,8.434003333,2946.495863,24.31,1.33,10.88163994,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-10-2,HL,4600,2400,-2200,11.1,Warming,Non-inverted,14.51576667,2946.495863,24.13333333,1.153,18.72839506,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-10-3,HL,4600,2400,-2200,11.1,Warming,Non-inverted,12.46596333,2946.495863,26.08333333,1.304,16.08371721,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-10-4,HL,4600,2400,-2200,11.1,Warming,Non-inverted,3.899583333,2946.495863,24.31333333,1.366333333,5.031283494,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-10-5,HL,4600,2400,-2200,11.1,Warming,Non-inverted,9.362306667,2946.495863,22.07333333,1.457,12.07934668,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-5-1,HL,4600,2400,-2200,11.1,Warming,Non-inverted,12.91625333,2946.495863,26.10666667,1.304,16.66468611,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-5-2,HL,4600,2400,-2200,11.1,Warming,Non-inverted,9.384496667,2946.495863,22.75666667,1.374,12.10797645,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-5-3,HL,4600,2400,-2200,11.1,Warming,Non-inverted,4.396236667,2946.495863,22.47666667,1.429,5.672070856,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-5-4,HL,4600,2400,-2200,11.1,Warming,Non-inverted,5.756036667,2946.495863,24.27666667,1.298,7.42649914,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HL-5-5,HL,4600,2400,-2200,11.1,Warming,Non-inverted,3.427463333,2946.495863,22.67333333,1.251333333,4.422149297,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-10-1,HLR,4600,2400,-2200,11.1,Warming,Inverted,4.24949,2946.495863,25.92666667,1.318666667,5.482736761,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-10-2,HLR,4600,2400,-2200,11.1,Warming,Inverted,11.33423333,2946.495863,25.56333333,1.360666667,14.62354724,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-10-3,HLR,4600,2400,-2200,11.1,Warming,Inverted,11.54215333,2946.495863,23.67666667,1.318666667,14.89180781,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-10-4,HLR,4600,2400,-2200,11.1,Warming,Inverted,8.91453,2946.495863,22.02,1.193,11.50162051,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-10-5,HLR,4600,2400,-2200,11.1,Warming,Inverted,7.10715,2946.495863,28.8,1.364,9.169719795,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-5-1,HLR,4600,2400,-2200,11.1,Warming,Inverted,6.41847,2946.495863,24.16333333,1.323,8.281177604,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-5-2,HLR,4600,2400,-2200,11.1,Warming,Inverted,5.27428,2946.495863,21.21,1.3875,6.804931614,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-5-3,HLR,4600,2400,-2200,11.1,Warming,Inverted,2.279077333,2946.495863,22.23,1.307,2.940489583,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-5-4,HLR,4600,2400,-2200,11.1,Warming,Inverted,1.727115,2946.495863,21.18,1.505,2.228341966,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HLR-5-5,HLR,4600,2400,-2200,11.1,Warming,Inverted,5.23883,2946.495863,22.93333333,1.360666667,6.75919365,8.91,20.74,11.83,-2200,53.66,5.37,0.183415617
HM-10-1,HM,4600,3500,-1100,5.5,Warming,Non-inverted,5.332813333,2946.495863,17.50666667,1.620333333,6.880451937,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-10-2,HM,4600,3500,-1100,5.5,Warming,Non-inverted,5.28279,2946.495863,18.33,1.6845,6.815911305,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-10-3,HM,4600,3500,-1100,5.5,Warming,Non-inverted,2.338496667,2946.495863,17.79666667,1.722333333,3.017153032,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-10-4,HM,4600,3500,-1100,5.5,Warming,Non-inverted,4.0952,2946.495863,17.61,1.623333333,5.283670178,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-10-5,HM,4600,3500,-1100,5.5,Warming,Non-inverted,4.675663333,2946.495863,17.10666667,1.613,6.032590085,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-5-1,HM,4600,3500,-1100,5.5,Warming,Non-inverted,3.447833333,2946.495863,18.08666667,1.778,4.448430885,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-5-2,HM,4600,3500,-1100,5.5,Warming,Non-inverted,8.093113333,2946.495863,17.42,1.813,10.44182007,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-5-3,HM,4600,3500,-1100,5.5,Warming,Non-inverted,4.198195,2946.495863,18.605,1.669,5.416555412,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-5-4,HM,4600,3500,-1100,5.5,Warming,Non-inverted,5.88654,2946.495863,17.23666667,1.748666667,7.594875915,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
HM-5-5,HM,4600,3500,-1100,5.5,Warming,Non-inverted,3.987606667,2946.495863,17.88666667,1.739,5.144852126,8.91,16.97,8.06,-1100,53.66,5.37,0.183415617
